direccion,horario,latitud,localidad,longitud,municipio,precio_gasoleo_a,precio_gasoleo_b,precio_gasoleo_premium,precio_gasolina_95_e10,precio_gasolina_95_e5,precio_gasolina_95_e5_premium,precio_gasolina_98_e5,provincia,rotulo
"CL SALVADOR PONS, 30",L-D: 24H,40.604417,SAN RAFAEL DEL RIO,0.348917,San Rafael del Río,1.749,1.399,1.829,,1.839,,1.999,CASTELLÓN / CASTELLÓ,REPSOL
PARTIDA RACHINA S/N,L-D: 24H,40.054028,SANT JOAN DE MORO,-0.141833,Sant Joan de Moró,1.679,1.279,,,1.789,,,CASTELLÓN / CASTELLÓ,COOP.SAN JUAN DE SAN JUAN DE MORO
CR CV-16  P.K. 8,L-J: 07:00-20:30; S-D: 08:00-14:00,40.040972,SANT JOAN DE MORO,-0.152139,Sant Joan de Moró,1.699,,1.759,,1.779,,1.919,CASTELLÓN / CASTELLÓ,REPSOL
"AVENIDA CONSTITUCION, 50, 1",L-D: 07:00-21:00,40.458194,SANT MATEU,0.179944,Sant Mateu,1.719,,,,1.849,,1.991,CASTELLÓN / CASTELLÓ,BP PASCUAL Y ROCA S.L.
CARRETERA N-340 KM. 1031,L-V: 08:00-16:00; S-D: 08:00-17:00,40.359972,SANTA MAGDALENA DE PULPIS,0.3035,Santa Magdalena de Pulpis,1.688,1.278,1.728,,1.788,,1.89,CASTELLÓN / CASTELLÓ,ES ZARAGOZA
"CL AVENIDA NAVARRO REVERTER, 10",L-D: 06:00-22:00,39.849972,SEGORBE,-0.486611,Segorbe,1.699,1.3,,,1.769,,,CASTELLÓN / CASTELLÓ,Q8
"AVENIDA MEDITERRANEO, 18",L-D: 24H,39.844333,SEGORBE,-0.479667,Segorbe,1.652,,,,1.728,,,CASTELLÓN / CASTELLÓ,LA POSTA
"AVENIDA ESPAÑA, 181",L-V: 06:00-22:00; S-D: 07:00-22:00,39.847806,SEGORBE,-0.493972,Segorbe,1.739,,1.819,,1.839,,,CASTELLÓN / CASTELLÓ,GEST
"AVENIDA MEDITERRANEO, S/N",L-D: 07:00-22:00,39.84175,SEGORBE,-0.475833,Segorbe,1.729,,1.829,,1.799,,1.959,CASTELLÓN / CASTELLÓ,PETRONOR
"CALLE SAGUNTO, 1",L-D: 24H,39.810444,SONEJA,-0.428556,Soneja,1.596,1.194,,,1.663,,,CASTELLÓN / CASTELLÓ,TRANSPORTES RODOLFO Y VENTURA
"CARRETERA TERUEL, S/N KM. 0",L-D: 24H,39.813056,SONEJA,-0.430833,Soneja,1.585,1.2,,,1.652,,,CASTELLÓN / CASTELLÓ,COOP. Nª Sª DE LA ASUNCION DE SONEJA
"CARRETERA SAGUNTO-BURGOS KM. 19,6",L-D: 24H,39.782917,SOT DE FERRER,-0.39375,Sot de Ferrer,1.729,1.33,1.829,,1.819,,1.979,CASTELLÓN / CASTELLÓ,REPSOL
"N-340 km 1011,6",L-D: 24H,40.222083,TORREBLANCA,0.201056,Torreblanca,1.709,1.419,1.809,,1.799,,,CASTELLÓN / CASTELLÓ,REPSOL
"CARRETERA N-340 KM. 1011,6",L-D: 06:00-22:00,40.221889,TORREBLANCA,0.201167,Torreblanca,1.709,,,,1.799,,1.929,CASTELLÓN / CASTELLÓ,REPSOL
"CALLE EMILIO BOLDO, S/N",L-V: 08:00-13:00 y 15:00-19:00,40.524028,TRAIGUERA,0.291528,Traiguera,,1.339,,,,,,CASTELLÓN / CASTELLÓ,COOPERATIVA EL PROGRESO DE TRAIGUERA
"AVENIDA VILAFRANCA, 66",L-D: 24H,40.178306,VALL D'ALBA,-0.033583,Vall d'Alba,1.683,1.338,,,1.753,,,CASTELLÓN / CASTELLÓ,"COOP. AGRARIA SAN ISIDRO DE VALL D'ALBA, COOP.V."
"CV-15 km 11,4",L-S: 07:00-22:00,40.192639,VALL D'ALBA,-0.045389,Vall d'Alba,1.739,1.369,,,1.849,,1.999,CASTELLÓN / CASTELLÓ,REPSOL
"CALLE CIUTAT DE LALGUER, 15",L-D: 06:00-21:00,39.821806,VALL D'UIXO (LA),-0.212472,Vall d'Uixó (la),1.634,1.348,1.808,,1.726,,2.0,CASTELLÓN / CASTELLÓ,COOP. ISIDRO LA VALL
"PARQUE COMERCIAL CINCOVALL, 5",L-D: 24H,39.8155,VALL D'UIXO (LA),-0.230278,Vall d'Uixó (la),1.516,,,,1.666,,,CASTELLÓN / CASTELLÓ,VCC LA VALL
"CR C-225, 23,3",L: 06:00-22:00,39.8245,VALL D'UIXO (LA),-0.212722,Vall d'Uixó (la),1.748,,1.858,,1.848,,,CASTELLÓN / CASTELLÓ,RANDERO
"AVENIDA CORAZON DE JESUS, 170",L-D: 06:00-22:00,39.822556,VALL D'UIXO (LA),-0.221278,Vall d'Uixó (la),1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP VALL D'UXO
"CALLE ANDALUCIA, 32",L-D: 06:00-22:00,39.827833,VALL D'UIXO (LA),-0.22525,Vall d'Uixó (la),1.769,,1.859,,1.899,,2.039,CASTELLÓN / CASTELLÓ,BP
"AVENIDA JAIME I,",L-D: 06:00-23:00,39.818583,VALL D'UIXO (LA),-0.233306,Vall d'Uixó (la),1.719,,1.809,,1.859,,2.001,CASTELLÓN / CASTELLÓ,BP EL PONT
"AVDA. SAN MIGUEL, 87",L-D: 24H,40.118423,VILAFAMES,-0.051808,Vilafamés,1.692,1.28,,,1.799,,,CASTELLÓN / CASTELLÓ,COOP. SAN ISIDRO DE VILAFAMES
"CALLE MAJOR, 74",L-D: 24H,40.231722,VILANOVA D'ALCOLEA,0.07575,Vilanova d'Alcolea,1.689,1.289,,,1.789,,,CASTELLÓN / CASTELLÓ,COOP. AGRICOLA SANT BARTOMEU DE VILANOVA D'ALCOLEA
"AVINGUDA DE CASTELLO, 96",L-D: 08:00-22:00,40.432028,VILLAFRANCA DEL CID,-0.251444,Villafranca del Cid,1.729,,1.795,,1.849,,,CASTELLÓN / CASTELLÓ,CEPSA
"AVENIDA CASTELLO, 75",L-D: 24H,39.947944,VILLARREAL,-0.089444,Villarreal/Vila-real,1.599,1.259,,,1.659,,,CASTELLÓN / CASTELLÓ,COOPERATIVA CATOLICO AGRARIA COOP.V.
"AVENIDA AV ITALIA S/N,",L-D: 24H,39.930528,VILLARREAL,-0.107389,Villarreal/Vila-real,1.624,,1.694,,1.709,,1.989,CASTELLÓN / CASTELLÓ,Q8
CARRETERA ONDA NUMERO 11 KM. 0,L-D: 07:00-20:00,39.942444,VILLARREAL,-0.109639,Villarreal/Vila-real,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP VILLAREAL
CARRETERA BURRIANA KM. 80,L-D: 06:00-22:00,39.92975,VILLARREAL,-0.097556,Villarreal/Vila-real,1.709,,1.799,,1.829,,1.971,CASTELLÓN / CASTELLÓ,BP VEHICLES
"AVENIDA CASTELLÓN, 54",L-D: 24H,39.9465,VILLARREAL,-0.091861,Villarreal/Vila-real,1.528,,,,1.609,,,CASTELLÓN / CASTELLÓ,GASEXPRESS
"CARRER DE L'ERMITA, 256",L-D: 24H,39.952611,VILLARREAL,-0.110833,Villarreal/Vila-real,1.516,,,,1.589,,,CASTELLÓN / CASTELLÓ,RED CAR OIL
"CARRETERA N-340 VALENCIA-BARCELONA KM. 60,7",L-D: 24H,39.949861,VILLARREAL,-0.085083,Villarreal/Vila-real,1.528,,,,1.595,,,CASTELLÓN / CASTELLÓ,BONAREA
CARRETERA VILLAREAL-ONDA KM. 1,L-D: 08:00-22:00,39.948806,VILLARREAL,-0.166222,Villarreal/Vila-real,,,,,,,,CASTELLÓN / CASTELLÓ,HAM
"AVENIDA ITALIA, 58",L-D: 24H,39.932306,VILLARREAL,-0.109222,Villarreal/Vila-real,1.525,,,,1.605,,,CASTELLÓN / CASTELLÓ,PETROPRIX
"AVENIDA CASTELLON, 33",L-D: 06:00-22:00,39.945861,VILLARREAL,-0.094444,Villarreal/Vila-real,1.699,,1.779,,1.809,,1.949,CASTELLÓN / CASTELLÓ,REPSOL
"AVDA. DE FRANCIA, 62-66",L-D: 06:00-22:00,39.938611,VILLARREAL,-0.091583,Villarreal/Vila-real,1.699,,1.779,,1.799,1.829,1.939,CASTELLÓN / CASTELLÓ,REPSOL
"AVENIDA MATILDE SALVADOR, S/N",L-D: 24H,39.929528,VILLARREAL,-0.105139,Villarreal/Vila-real,1.749,,1.789,,1.859,,1.999,CASTELLÓN / CASTELLÓ,CARREFOUR
CARRETERA VALL DUIXÓ KM. 1,L-D: 24H,39.855306,VILAVELLA (LA),-0.185556,Villavieja,1.719,1.359,1.749,,1.819,,,CASTELLÓN / CASTELLÓ,COOPERATIVA AGRICOLA SANT JOSEP
CARRETERA N-340 KM. 1051,L-D: 24H,40.468889,VINAROS,0.465139,Vinaròs,1.745,1.389,1.885,,1.854,,2.011,CASTELLÓN / CASTELLÓ,CEPSA
"AVENIDA CASTELLON, 30",L-D: 24H,40.46325,VINAROS,0.464083,Vinaròs,1.487,,,,1.587,,,CASTELLÓN / CASTELLÓ,PLENOIL
CARRETERA NACIONAL 340 A PLAN PARCIAL 1 KM. 1049,L-D: 24H,40.455167,VINAROS,0.451944,Vinaròs,1.719,,1.759,,1.849,,1.969,CASTELLÓN / CASTELLÓ,CARREFOUR
"CALLE DAURADORS, 8",L-D: 24H,40.455333,VINAROS,0.452861,Vinaròs,1.487,,,,1.587,,,CASTELLÓN / CASTELLÓ,AUTOIL VINARÓS
"CARRETERA N 340 KM. 142,20",L-D: 07:30-20:00,40.468389,VINAROS,0.464278,Vinaròs,1.745,,1.885,,1.854,,,CASTELLÓN / CASTELLÓ,CEPSA
"CALLE DELS DAURADORS, 16",L-D: 24H,40.45675,VINAROS,0.45,Vinaròs,1.495,,,,1.595,,,CASTELLÓN / CASTELLÓ,GM OIL
"AVENIDA CASTELLON, S/N",L-D: 24H,40.2945,VISTABELLA DEL MAESTRAZGO,-0.289667,Vistabella del Maestrazgo,1.894,,,,1.918,,,CASTELLÓN / CASTELLÓ,REPSOL
"C/ ABADIA, Nº 4",L-D: 24H,39.919361,VIVER,-0.594361,Viver,1.669,1.329,,,1.729,,,CASTELLÓN / CASTELLÓ,COOPERATIVA DE VIVER
"AVENIDA MUELLE DATO, 8",L-D: 24H,35.892333,CEUTA,-5.320556,Ceuta,1.444,,,,1.433,,1.463,CEUTA,SHELL MUELLE DATO
"AVENIDA MARTINEZ CATENA, 6",L-D: 06:00-00:00,35.8795,CEUTA,-5.336778,Ceuta,1.444,,,,1.433,,1.463,CEUTA,SHELL CATENA
"AVENIDA MARTINEZ CATENA S/N-FRENTE PLAYA DEL CHORRILLO, S,N",L-D: 07:00-23:00,35.88525,CEUTA,-5.322917,Ceuta,1.445,,1.495,,1.434,1.479,,CEUTA,CEPSA
"MUELLE ALFAU, S/N",L-D: 24H,35.894722,CEUTA,-5.300861,Ceuta,1.425,,1.475,,1.414,,1.459,CEUTA,ON365
"AVENIDA MUELLE CAÑONERO DATO, S/N",L-D: 24H,35.894056,CEUTA,-5.322917,Ceuta,1.444,,,,1.433,,1.463,CEUTA,SHELL PUNTA ALMINA
"AVENIDA GONZALEZ TABLAS, S/N",L-V: 07:00-22:00; S: 09:00-14:00,35.889972,CEUTA,-5.319444,Ceuta,1.445,,1.495,,1.434,1.479,,CEUTA,CEPSA
"AVENIDA MUELLE CAÑONERO DATO, 10",L-D: 07:00-23:00,35.891556,CEUTA,-5.319556,Ceuta,1.444,,,,1.433,,1.463,CEUTA,DISA VARADERO
"AVENIDA TENIENTE GRAL MUSLERA, S/N",L-D: 06:00-23:59,35.893222,CEUTA,-5.328667,Ceuta,1.425,,,,1.414,,1.459,CEUTA,ON365
"AVENIDA CAÑONERO DATO, 10",L-D: 06:00-23:59,35.892556,CEUTA,-5.320917,Ceuta,1.444,,,,1.433,,1.463,CEUTA,DISA PUERTO
"AVDA. CIUDAD REAL, 72",L-V: 08:30-14:00 y 15:30-18:00,38.876085,ABENOJAR,-4.353383,Abenójar,1.629,1.239,,,,,,CIUDAD REAL,COOP.ENCARNACION
"CTRA.CM-4.110 km 26,000",L-D: 06:30-22:30,38.873806,ABENOJAR,-4.351333,Abenójar,1.779,1.3,1.849,,1.829,,1.959,CIUDAD REAL,GALP
"CR N-502, 32,8",L-S: 08:00-15:00,38.980472,AGUDO,-4.864444,Agudo,1.719,1.384,1.786,,1.784,,,CIUDAD REAL,PETRONOR
"AVDA. LIBERTAD, S/N (CM-4202 km 8)",L-D: 06:00-22:00,38.681083,ALAMILLO,-4.793056,Alamillo,1.739,,1.749,,1.799,,,CIUDAD REAL,MARIO 11340
"AVENIDA DE LA MANCHA, 21",L-D: 24H,38.619028,ALBALADEJO,-2.811194,Albaladejo,1.575,1.19,,,1.63,,,CIUDAD REAL,UNIÓN SANTIAGO Y SAN MIGUEL S. COOP. DE C-LM
"CR N-420, 284,7",L-D: 06:30-22:30,39.388333,ALCAZAR DE SAN JUAN,-3.230528,Alcázar de San Juan,1.749,1.381,1.849,,1.759,,1.879,CIUDAD REAL,REPSOL
"VÍA PG RESID ALCES, 1",L-D: 07:30-23:00,39.39525,ALCAZAR DE SAN JUAN,-3.226639,Alcázar de San Juan,1.679,,,,1.719,,,CIUDAD REAL,MACMAOIL
CL AVENIDA DE HERENCIA S.N.,L-V: 08:00-14:15 y 17:00-21:00; S: 09:00-14:00,39.388139,ALCAZAR DE SAN JUAN,-3.220639,Alcázar de San Juan,1.729,,,,1.749,,,CIUDAD REAL,REPSOL
"CARRETERA N-420 KM. 284,227",L-D: 24H,39.386361,ALCAZAR DE SAN JUAN,-3.237194,Alcázar de San Juan,1.749,,1.789,,1.779,,1.859,CIUDAD REAL,CARREFOUR
CTRA. N-420 km 286.6,L-D: 06:00-22:00,39.400222,ALCAZAR DE SAN JUAN,-3.216639,Alcázar de San Juan,1.699,,1.765,,1.739,1.799,,CIUDAD REAL,CEPSA
"CALLE ALBARIÑO, 2",L-D: 24H,39.3995,ALCAZAR DE SAN JUAN,-3.2185,Alcázar de San Juan,1.549,,,,1.649,,,CIUDAD REAL,GASEXPRESS
"AVENIDA CERVERA, 81",L-V: 07:00-22:00; S-D: 08:00-22:00,39.381778,ALCAZAR DE SAN JUAN,-3.207778,Alcázar de San Juan,1.739,,1.799,,1.759,,,CIUDAD REAL,CEPSA
"AVENIDA DE LOS INSTITUTOS, S/N",L-D: 24H,39.39225,ALCAZAR DE SAN JUAN,-3.224611,Alcázar de San Juan,1.549,,,,1.649,,,CIUDAD REAL,BALLENOIL
"ESTRADA CM-42, 106/108",L: 07:00-22:00,39.26325,ALAMEDA DE CERVERA,-3.123944,Alcázar de San Juan,1.719,1.389,,,1.779,,,CIUDAD REAL,CEPSA
CARRETERA ARGAMASILLA DE ALBA-CINCO CASAS KM. 17,L-D: 07:00-23:00,39.168306,CINCO CASAS,-3.231611,Alcázar de San Juan,1.699,1.259,,,1.719,,,CIUDAD REAL,GAS SOLIS
CARRETERA N-430 KM. 290,L-D: 07:00-22:30,38.989722,ALCOLEA DE CALATRAVA,-4.091278,Alcolea de Calatrava,1.749,1.279,,,1.799,,,CIUDAD REAL,LIBRE
"CALLE REAL, S/N",M-D: 07:00-21:00,38.75575,ALCUBILLAS,-3.139194,Alcubillas,1.719,1.379,1.809,,1.769,,,CIUDAD REAL,CEPSA
CARRETERA CIUDAD REAL KM. S/N,L-V: 08:30-14:00 y 16:00-18:30; S: 09:00-14:00,38.744667,ALDEA DEL REY,-3.836389,Aldea del Rey,1.62,1.2,,,,,,CIUDAD REAL,COOPERATIVA AGRICOLA SAN JORGE MARTIR
"POLIGONO POZO DE LAS NIEVES, 12",L-D: 07:00-22:00,38.786833,ALMADEN,-4.82125,Almadén,1.729,1.319,1.779,,1.789,,,CIUDAD REAL,HGOIL
"AVENIDA RAMON Y CAJAL, 61",L: 07:00-22:00,38.777639,ALMADEN,-4.831306,Almadén,1.769,1.379,1.839,,1.809,,1.949,CIUDAD REAL,CEPSA
"CALLE RONDA SANTO DOMINGO, S/N",L-S: 06:00-22:00,38.890417,ALMAGRO,-3.715389,Almagro,1.729,,,,1.729,,,CIUDAD REAL,REPSOL
"CALLE ADOLFO SUAREZ, 5",L-D: 24H,38.895444,ALMAGRO,-3.715222,Almagro,1.559,,,,1.669,,,CIUDAD REAL,TROPLUS GASOLINERAS
"CALLE EJIDO DE SAN JUAN, 0",L: 06:00-22:00,38.885111,ALMAGRO,-3.708056,Almagro,1.739,,1.789,,1.759,1.819,,CIUDAD REAL,CEPSA
"CALLE ISAAC PERAL, 13",L-D: 24H,38.891306,ALMAGRO,-3.732583,Almagro,1.569,,,,1.679,,,CIUDAD REAL,ENERGIAS AF
CARRETERA PUEBLA DEL PRINCIPE KM. 1,L-D: 24H,38.621444,ALMEDINA,-2.955028,Almedina,1.589,1.205,,,1.619,,,CIUDAD REAL,E.S. SAN GREGORIO
CARRETERA CM 4110 KM. 6,L-D: 07:00-23:00,38.712,ALMODOVAR DEL CAMPO,-4.168778,Almodóvar del Campo,1.769,,1.839,,1.759,,1.879,CIUDAD REAL,REPSOL
"TRAVESÍA RONDA DEL PRADO, 12",L-D: 24H,38.712833,ALMODOVAR DEL CAMPO,-4.1805,Almodóvar del Campo,,1.21,,,,,,CIUDAD REAL,COVICAR
AUTOVIA N-IV KM. 232,L-D: 07:00-22:00,38.508444,ALMURADIEL,-3.497778,Almuradiel,1.759,,1.839,,1.769,,1.889,CIUDAD REAL,REPSOL
AUTOVIA N-4 KM. 232,L-D: 24H,38.506639,ALMURADIEL,-3.496667,Almuradiel,1.759,,1.839,,1.769,,1.889,CIUDAD REAL,REPSOL
CARRETERA RIO ZANCARA KM. SN,L-D: 24H,39.309028,ARENALES DE SAN GREGORIO,-3.010722,Arenales de San Gregorio,,1.199,,,,,,CIUDAD REAL,VIRGEN DE LAS VIÑAS
"N-420 km 252,1",L-D: 07:00-23:00,39.241778,ARENAS DE SAN JUAN,-3.4985,Arenas de San Juan,1.76,,1.82,,1.819,,,CIUDAD REAL,REPSOL
"CALLE JOSE CUBERO YIYO, 0",L-D: 24H,39.218833,ARENAS DE SAN JUAN,-3.4975,Arenas de San Juan,1.56,1.19,,,,,,CIUDAD REAL,SAN BERNABE
CARRETERA VILLARTA DE SAN JUAN KM. 0,L-D: 24H,39.129028,ARGAMASILLA DE ALBA,-3.10775,Argamasilla de Alba,1.601,1.222,,,,,,CIUDAD REAL,COOP NTRA SRA PEÑARROYA
CARRETERA NACIONAL 310 KM. 81,L-D: 24H,39.125722,ARGAMASILLA DE ALBA,-3.111111,Argamasilla de Alba,1.609,1.209,,,1.649,,,CIUDAD REAL,MANCHA CENTRO
"CARRETERA NACIONAL 310, KM. 82,500",L-V: 06:00-22:00,39.127306,ARGAMASILLA DE ALBA,-3.108861,Argamasilla de Alba,1.729,,1.789,,1.729,,1.849,CIUDAD REAL,REPSOL
"CR N-310, 85,1 (N-310 km 85,18)",L-S: 06:00-22:00; D: 07:00-22:00,39.131944,ARGAMASILLA DE ALBA,-3.079389,Argamasilla de Alba,1.729,1.205,1.789,,1.729,,1.849,CIUDAD REAL,REPSOL E.S.MILA HERMANOS REDONDO S.L.
"CARRETERA ALDEA DEL REY, S,N KM. 0",L-D: 24H,38.730917,ARGAMASILLA DE CALATRAVA,-4.068,Argamasilla de Calatrava,1.639,1.199,,,,,,CIUDAD REAL,COOPERATIVA NTRA.SRA. DEL SOCORRO
"POLIGONO MANZANARES, 6",L-D: 06:00-23:00,38.723028,ARGAMASILLA DE CALATRAVA,-4.086778,Argamasilla de Calatrava,1.699,,,,1.769,,,CIUDAD REAL,GASOLEOSJUCO
"CARRETERA ARGAMASILLA DE CALATRAVA S/N KM. 165,20",L-V: 07:00-21:00; S: 08:00-14:00,38.717972,ARGAMASILLA DE CALATRAVA,-4.08575,Argamasilla de Calatrava,1.789,,,,,,,CIUDAD REAL,TRADILO INVERSIONES SL
"CARRETERA CR-506 KM. 3,300",L-D: 06:00-22:00,38.718028,ARGAMASILLA DE CALATRAVA,-4.071306,Argamasilla de Calatrava,1.769,,1.849,,1.769,,1.899,CIUDAD REAL,REPSOL
"CARDENAL CISNEROS, S/N",L: 07:00-21:00,38.897112,BOLAÑOS DE CALATRAVA,-3.655967,Bolaños de Calatrava,1.629,1.235,,,1.719,,,CIUDAD REAL,CARBURANTES BOLAÑOS S.L.
"SECTOR 5 LOS CALARES, 1",L: 24H,38.897083,BOLAÑOS DE CALATRAVA,-3.653778,Bolaños de Calatrava,1.568,1.194,,,1.656,,,CIUDAD REAL,COOVIMAG
CARRETERA DAIMIEL KM. 23,L: 06:00-22:00,38.914944,BOLAÑOS DE CALATRAVA,-3.662944,Bolaños de Calatrava,1.739,1.329,1.789,,1.759,,,CIUDAD REAL,CEPSA
"CALLE CTRA. C-417, PK. KM 17,, 17",L-D: 24H,38.904139,BOLAÑOS DE CALATRAVA,-3.677333,Bolaños de Calatrava,1.639,,1.709,,1.749,,1.859,CIUDAD REAL,Q8
"CARRETERA CM 4124 KM. 25,7",L-D: 07:00-10:00,38.907222,BOLAÑOS DE CALATRAVA,-3.650056,Bolaños de Calatrava,1.599,,,,1.719,,,CIUDAD REAL,E.S.MAZ
"CARRETERA NACIONAL 420 KM. 143,700",L-D: 24H,38.671333,BRAZATORTAS,-4.262556,Brazatortas,1.769,,,,1.799,,1.909,CIUDAD REAL,GALP LA JUNQUERA
CARRETERA CABEZARRUBIAS KM. 1,L-D: 06:00-23:00,38.660056,BRAZATORTAS,-4.2965,Brazatortas,1.669,1.249,,,1.709,,,CIUDAD REAL,UNIDAD DE SERVICIO
"CR N-420 141,9",L-D: 07:00-21:00,38.66225,BRAZATORTAS,-4.298667,Brazatortas,1.739,,1.839,,1.739,,,CIUDAD REAL,REPSOL
CARRETERA C-410 km 31.092,L-D: 24H,38.67975,CALZADA DE CALATRAVA,-3.756833,Calzada de Calatrava,1.759,1.299,1.789,,1.809,,1.929,CIUDAD REAL,P G E HIJOS
SAN ANTON 34,L-D: 24H,38.704029,CALZADA DE CALATRAVA,-3.771411,Calzada de Calatrava,1.65,1.185,,,,,,CIUDAD REAL,VARIOS
CARRETERA N-420 KM. 295,L-D: 06:00-22:00,39.40075,CAMPO DE CRIPTANA,-3.134111,Campo de Criptana,1.729,1.28,,,1.72,,,CIUDAD REAL,"COMBUSTIBLES CRIPTANA,SL"
"AVENIDA DE LA HISPANIDAD, 10",L-D: 06:00-22:00,39.400861,CAMPO DE CRIPTANA,-3.128361,Campo de Criptana,1.729,,1.809,,1.729,1.759,,CIUDAD REAL,PETRONOR
"CARRETERA NACIONAL 420 KM. 292,700",L-S: 06:00-22:00; D: 08:30-22:00,39.400833,CAMPO DE CRIPTANA,-3.149083,Campo de Criptana,1.729,,,,1.729,,,CIUDAD REAL,"GALP DISTRIBUCION OIL ESPAÑA, S.A.U."
"CR N-420, 296",L-D: 07:00-22:00,39.401,CAMPO DE CRIPTANA,-3.112583,Campo de Criptana,1.719,,1.799,,1.729,,,CIUDAD REAL,REPSOL
"CALLE MOTA, 2",L-D: 24H,39.398333,CAMPO DE CRIPTANA,-3.118333,Campo de Criptana,1.499,,,,,,,CIUDAD REAL,TRAVESA
"AVENIDA HISPANIDAD, 15",L-D: 24H,39.401056,CAMPO DE CRIPTANA,-3.13425,Campo de Criptana,1.62,,,,,,,CIUDAD REAL,COMATRA
"CONCEPCION, 135 (CTRA. N-420)",L-D: 24H,39.401056,CAMPO DE CRIPTANA,-3.113833,Campo de Criptana,1.569,1.199,,,1.639,,,CIUDAD REAL,"BODEGAS SIMBOLO, SDAD. COOP. DE C-LM NTRA. SRA. DE CRIPTANA"
CARRETERA CARRION A FERNANCABALLERO km 0.5,L-D: 24H,39.030361,CARRION DE CALATRAVA,-3.821833,Carrión de Calatrava,1.589,1.199,,,,,,CIUDAD REAL,"MONTES NORTE ENERGETICOS, S.L."
CARRETERA NACIONAL 430 KM. 317,L-V: 06:30-22:00; S-D: 08:00-20:00,39.012917,CARRION DE CALATRAVA,-3.830472,Carrión de Calatrava,1.749,,1.809,,1.749,,1.869,CIUDAD REAL,REPSOL
CARRETERA CRTA.INFANTES S/N KM.,L: 6:30-22:00,38.836694,CARRIZOSA,-2.993639,Carrizosa,1.729,1.299,,,1.739,,2.999,CIUDAD REAL,PETRONOR
CARRETERA ALMURADIEL KM.,L-D: 24H,38.540861,CASTELLAR DE SANTIAGO,-3.283639,Castellar de Santiago,1.596,1.176,,,,,,CIUDAD REAL,COOP. DE CASTELLAR DE SANTIAGO DE 2º GRADO DE C-LM
"CALLE BAILEN, 2",L-S: 07:00-23:00; D: 08:00-23:00,38.540778,CASTELLAR DE SANTIAGO,-3.281306,Castellar de Santiago,1.759,1.469,1.829,,1.799,,,CIUDAD REAL,REPSOL
CARRETERA ALMADEN-CHILLON KM.,L-V: 07:00-21:00; S-D: 08:00-14:30 y 15:30-21:00,38.794139,CHILLON,-4.856972,Chillón,1.729,1.319,1.779,,1.789,,,CIUDAD REAL,HGOIL
CARRETERA DE PORZUNA KM.,L-D: 24H,38.992333,CIUDAD REAL,-3.937111,Ciudad Real,1.589,,,,1.699,,1.859,CIUDAD REAL,E.LECLERC
"RONDA DE ALARCOS, 21",L-D: 06:30-22:30,38.98475,CIUDAD REAL,-3.9345,Ciudad Real,1.749,,1.839,,1.769,,1.879,CIUDAD REAL,REPSOL
"CALLE RONDA DE LA MATA, S/N",L-D: 06:30-22:30,38.983083,CIUDAD REAL,-3.920833,Ciudad Real,1.759,,1.859,,1.769,,1.889,CIUDAD REAL,REPSOL
"CARRETERA DE PORZUNA KM. 23,5",L-V: 09:00-14:00 y 16:00-19:00; S: 09:00-12:00,38.998194,CIUDAD REAL,-3.944139,Ciudad Real,,1.22,,,,,,CIUDAD REAL,COOPERATIVA SAN ISIDRO
"AVENIDA EUROPA, 45",L-S: 08:00-22:00; D: 09:00-21:00,38.986,CIUDAD REAL,-3.9145,Ciudad Real,1.749,,1.789,,1.759,,1.869,CIUDAD REAL,CARREFOUR
"CARRETERA N-430 KM. 304,42",L-V: 07:00-22:00; S-D: 08:00-20:00,38.9745,CIUDAD REAL,-3.958361,Ciudad Real,1.749,,1.849,,1.759,,1.879,CIUDAD REAL,REPSOL
"CR CR-514, 0,3",L-D: 06:30-22:30,38.97075,CIUDAD REAL,-3.925472,Ciudad Real,1.759,,1.849,,1.759,,1.869,CIUDAD REAL,REPSOL
"CALLE VILLARUBIA DE LOS OJOS, 18",L-D: 24H,38.974389,CIUDAD REAL,-3.931917,Ciudad Real,1.579,,,,1.689,,,CIUDAD REAL,URBAN OIL
"CARRETERA N-430 KM KM. 305,1",L-D: 07:00-23:00,38.975917,CIUDAD REAL,-3.947306,Ciudad Real,1.759,,1.829,,1.769,1.819,1.919,CIUDAD REAL,CEPSA
"CALLE TOMELLOSO, 12",L: 24H,38.973556,CIUDAD REAL,-3.932167,Ciudad Real,1.579,,,,1.689,,,CIUDAD REAL,PLENOIL
"CALLE EINSTEIN, 39",L-D: 24H,38.981667,CIUDAD REAL,-3.909472,Ciudad Real,1.569,,,,1.669,,,CIUDAD REAL,EE SS PUENTE DEL AVE
"POLIGONO LARACHE, 93",L-D: 24H,38.977778,CIUDAD REAL,-3.935972,Ciudad Real,1.759,,1.859,,1.769,1.819,1.929,CIUDAD REAL,REPSOL
"CALLE TORRENUEVA, 1",L-D: 24H,38.97,CIUDAD REAL,-3.9275,Ciudad Real,1.579,,,,1.689,,,CIUDAD REAL,PETROPRIX
CARRETERA CARRION KM. S/N,L-D: 24H,38.993667,CIUDAD REAL,-3.891583,Ciudad Real,1.56,,,,,,,CIUDAD REAL,BALTRAN S.A
